date,family_members,male,female,children,household_type,appliance_type,brand,model,power_rating_watts,daily_usage_hours,quantity,energy_star_rating,peak_hour_usage,season,monthly_household_kwh
2024-06-12,6,1,2,3,joint,Room Heater,Orient,Winter HC1500D,2168,0.5,1,2,False,Monsoon,600.0
2024-06-12,6,1,2,3,joint,Water Pump,V-Guard,0.5HP Revo,370,0.5,1,2,False,Monsoon,600.0
2024-06-12,6,1,2,3,joint,Microwave Oven,Panasonic,32L Conv NN-CT66HBFDG,1400,0.5,1,4,False,Monsoon,600.0
2024-10-06,2,1,1,0,couple,LED Bulb,Syska,9W SSK-PAG,9,8.0,3,3,False,Autumn,250.0
2024-10-06,2,1,1,0,couple,Ceiling Fan,Orient,PSPO 65W,65,16.0,3,5,True,Autumn,250.0
2024-10-06,2,1,1,0,couple,Air Conditioner,Blue Star,1.5T 5Star IC518,2000,8.0,2,2,False,Autumn,250.0
2024-10-06,2,1,1,0,couple,Refrigerator,LG,260L GL-I292RPZL,780,24.0,1,5,False,Autumn,250.0
2024-10-06,2,1,1,0,couple,Television,Sony,55X74K,180,8.0,2,3,False,Autumn,250.0
2024-10-06,2,1,1,0,couple,Washing Machine,IFB,6.5kg Elena ZX,300,1.5,1,5,False,Autumn,250.0
2024-10-06,2,1,1,0,couple,Water Heater,Racold,25L Omnis,1500,1.5,1,4,False,Autumn,250.0
2024-10-06,2,1,1,0,couple,Room Heater,Orient,Comfort HC2000D,2000,4.0,2,3,True,Autumn,250.0
2024-10-06,2,1,1,0,couple,Water Pump,Crompton,1.5HP Champ,370,1.0,1,2,True,Autumn,250.0
2024-10-06,2,1,1,0,couple,Microwave Oven,IFB,17L Solo 17PM-MEC1,1400,0.8,1,5,False,Autumn,250.0
2024-02-19,2,1,1,0,couple,LED Bulb,Havells,8W Adore,8,12.0,2,5,True,Winter,250.0
2024-02-19,2,1,1,0,couple,Ceiling Fan,Havells,Leganza 65W,65,5.6,3,3,False,Winter,250.0
2024-02-19,2,1,1,0,couple,Air Conditioner,Voltas,2T 245V Inverter,2000,3.0,2,3,False,Winter,250.0
2024-02-19,2,1,1,0,couple,Refrigerator,Godrej,299L RD EPRO,350,24.0,1,3,False,Winter,250.0
2024-02-19,2,1,1,0,couple,Television,Mi,65 5A,180,4.0,2,4,False,Winter,250.0
2024-02-19,2,1,1,0,couple,Washing Machine,Bosch,6.5kg WOE654W0IN,300,1.5,1,3,False,Winter,250.0
2024-02-19,2,1,1,0,couple,Water Heater,Racold,10L Altro,1500,4.5,1,5,False,Winter,250.0
2024-02-19,2,1,1,0,couple,Room Heater,Bajaj,Majesty RX14,1000,2.0,2,4,False,Winter,250.0
2024-02-19,2,1,1,0,couple,Water Pump,V-Guard,1.5HP Revo Max,370,0.5,1,3,False,Winter,250.0
2024-02-19,2,1,1,0,couple,Microwave Oven,Whirlpool,20L Solo MWX 201,700,0.5,1,3,True,Winter,250.0
2024-03-19,5,1,1,3,nuclear,LED Bulb,Syska,10W SSK-RDL,10,7.2,6,2,False,Summer,400.0
2024-03-19,5,1,1,3,nuclear,Ceiling Fan,Bajaj,Regal Gold 65W,65,19.2,4,4,False,Summer,400.0
2024-03-19,5,1,1,3,nuclear,Air Conditioner,Voltas,2T 245V Inverter,2000,10.4,3,2,False,Summer,400.0
2024-03-19,5,1,1,3,nuclear,Refrigerator,LG,308L GL-T322RPZU,780,24.0,2,3,False,Summer,400.0
2024-03-19,5,1,1,3,nuclear,Television,OnePlus,55Y1S Pro,180,3.0,1,4,True,Summer,400.0
2024-03-19,5,1,1,3,nuclear,Washing Machine,Whirlpool,7kg WhiteMagic Elite,300,2.0,1,2,True,Summer,400.0
2024-03-19,5,1,1,3,nuclear,Water Heater,V-Guard,10L Sprinhot,1500,0.9,2,4,False,Summer,400.0
2024-03-19,5,1,1,3,nuclear,Room Heater,Usha,Quartz 3002,2400,0.5,1,2,False,Summer,400.0
2024-03-19,5,1,1,3,nuclear,Water Pump,Kirloskar,1.5HP Ultra,370,3.0,1,5,True,Summer,400.0
2024-03-19,5,1,1,3,nuclear,Microwave Oven,LG,20L Solo MS2043DB,1400,0.8,1,4,False,Summer,400.0
2024-09-25,3,1,1,1,nuclear,LED Bulb,Philips,9W Essential,9,6.0,2,5,False,Monsoon,400.0
2024-09-25,3,1,1,1,nuclear,Ceiling Fan,Orient,Electric 60W,60,12.0,3,5,False,Monsoon,400.0
2024-09-25,3,1,1,1,nuclear,Air Conditioner,Hitachi,1.5T RAPG518 5Star,2000,10.0,1,5,False,Monsoon,400.0
2024-09-25,3,1,1,1,nuclear,Refrigerator,Haier,320L HRB-3404BS,780,24.0,1,4,True,Monsoon,400.0
2024-09-25,3,1,1,1,nuclear,Television,Samsung,65AU7700,180,8.0,2,4,False,Monsoon,400.0
2024-09-25,3,1,1,1,nuclear,Washing Machine,Bosch,8kg WAJ2426WIN,300,2.0,1,5,True,Monsoon,400.0
2024-09-25,3,1,1,1,nuclear,Water Heater,Bajaj,15L Juvel,1500,2.4,2,4,False,Monsoon,400.0
2024-09-25,3,1,1,1,nuclear,Room Heater,Bajaj,Majesty RH 9F,1000,0.5,2,2,False,Monsoon,400.0
2024-09-25,3,1,1,1,nuclear,Water Pump,V-Guard,1.5HP Revo Max,370,0.8,1,5,True,Monsoon,400.0
2024-09-25,3,1,1,1,nuclear,Microwave Oven,Panasonic,27L Conv NN-CT645B,1400,1.0,1,2,False,Monsoon,400.0
2024-01-18,2,1,1,0,couple,LED Bulb,Bajaj,9W LEDZ,9,9.6,3,4,False,Winter,250.0
2024-01-18,2,1,1,0,couple,Ceiling Fan,Crompton,Avancer 65W,65,14.0,3,4,True,Winter,250.0
2024-01-18,2,1,1,0,couple,Air Conditioner,Daikin,1.5T 5Star RZF50,2000,1.8,1,3,False,Winter,250.0
2024-01-18,2,1,1,0,couple,Refrigerator,Haier,320L HRB-3404BS,780,24.0,1,5,True,Winter,250.0
2024-01-18,2,1,1,0,couple,Television,Sony,65X74K,180,4.0,2,5,False,Winter,250.0
2024-01-18,2,1,1,0,couple,Washing Machine,IFB,6.5kg Elena ZX,300,2.5,1,5,True,Winter,250.0
2024-01-18,2,1,1,0,couple,Water Heater,Bajaj,15L Juvel,1500,3.0,1,5,False,Winter,250.0
2024-01-18,2,1,1,0,couple,Room Heater,Havells,Calido 2400W,2400,4.0,2,3,False,Winter,250.0
2024-01-18,2,1,1,0,couple,Water Pump,KSB,1HP Peribloc Plus,370,1.0,1,2,True,Winter,250.0
2024-01-18,2,1,1,0,couple,Microwave Oven,Samsung,28L Conv CE1041DSB2,1400,1.0,1,5,False,Winter,250.0
2024-02-01,5,1,1,3,nuclear,LED Bulb,Philips,12W SceneSwitch,12,7.2,6,5,False,Winter,400.0
2024-02-01,5,1,1,3,nuclear,Ceiling Fan,Usha,Striker 60W,60,5.6,4,5,False,Winter,400.0
2024-02-01,5,1,1,3,nuclear,Air Conditioner,Blue Star,1.5T 5Star IC518,2000,1.8,2,3,False,Winter,400.0
2024-02-01,5,1,1,3,nuclear,Refrigerator,Whirlpool,240L 265 IMPRO,780,24.0,1,4,False,Winter,400.0
2024-02-01,5,1,1,3,nuclear,Television,Samsung,43AU7700,180,4.0,2,2,False,Winter,400.0
2024-02-01,5,1,1,3,nuclear,Washing Machine,Bosch,8kg WAJ2426WIN,300,2.0,1,2,False,Winter,400.0
2024-02-01,5,1,1,3,nuclear,Water Heater,Bajaj,10L Flora,1500,4.5,2,2,True,Winter,400.0
2024-02-01,5,1,1,3,nuclear,Room Heater,Usha,Quartz 3002,2400,2.0,2,5,True,Winter,400.0
2024-02-01,5,1,1,3,nuclear,Water Pump,Kirloskar,0.5HP Tiny,370,0.7,1,3,True,Winter,400.0
2024-02-01,5,1,1,3,nuclear,Microwave Oven,LG,20L Solo MS2043DB,1400,0.8,1,2,False,Winter,400.0
2024-06-10,4,1,1,2,nuclear,LED Bulb,Philips,10W Master LED,10,10.0,2,5,False,Monsoon,400.0
2024-06-10,4,1,1,2,nuclear,Ceiling Fan,Orient,PSPO 65W,65,12.0,4,4,False,Monsoon,400.0
2024-06-10,4,1,1,2,nuclear,Air Conditioner,Blue Star,2T IC724,2000,6.0,3,4,False,Monsoon,400.0
2024-06-10,4,1,1,2,nuclear,Refrigerator,Samsung,253L RT28T3922R8,780,24.0,2,3,False,Monsoon,400.0
2024-06-10,4,1,1,2,nuclear,Television,Sony,43X74K,180,8.0,3,4,False,Monsoon,400.0
2024-06-10,4,1,1,2,nuclear,Washing Machine,IFB,6.5kg Elena ZX,300,1.0,1,5,False,Monsoon,400.0
2024-06-10,4,1,1,2,nuclear,Water Heater,AO Smith,35L HAS-VAS,1500,1.2,2,2,True,Monsoon,400.0
2024-06-10,4,1,1,2,nuclear,Room Heater,Usha,Heat Convector 812T,1000,0.5,1,5,True,Monsoon,400.0
2024-06-10,4,1,1,2,nuclear,Water Pump,V-Guard,1.5HP Revo Max,370,0.5,1,4,False,Monsoon,400.0
2024-06-10,4,1,1,2,nuclear,Microwave Oven,Samsung,28L Conv CE1041DSB2,1400,1.0,1,3,False,Monsoon,400.0
2024-06-18,5,1,1,3,nuclear,LED Bulb,Havells,8W Adore,8,8.0,6,4,True,Monsoon,400.0
2024-06-18,5,1,1,3,nuclear,Ceiling Fan,Orient,PSPO 65W,65,16.0,5,2,False,Monsoon,400.0
2024-06-18,5,1,1,3,nuclear,Air Conditioner,LG,1.5T MS-Q18YNZA,1518,6.0,1,4,False,Monsoon,400.0
2024-06-18,5,1,1,3,nuclear,Refrigerator,Whirlpool,292L MAGICOOL,350,24.0,1,3,False,Monsoon,400.0
2024-06-18,5,1,1,3,nuclear,Television,Mi,43 5A,180,8.0,2,3,False,Monsoon,400.0
2024-06-18,5,1,1,3,nuclear,Washing Machine,Bosch,6.5kg WOE654W0IN,300,1.5,1,2,True,Monsoon,400.0
2024-06-18,5,1,1,3,nuclear,Water Heater,Havells,25L Instanio,1500,1.6,2,4,False,Monsoon,400.0
2024-06-18,5,1,1,3,nuclear,Room Heater,Morphy Richards,OFR 09,1000,0.5,2,4,False,Monsoon,400.0
2024-06-18,5,1,1,3,nuclear,Water Pump,Crompton,1.5HP Champ,370,0.5,1,3,False,Monsoon,400.0
2024-06-18,5,1,1,3,nuclear,Microwave Oven,Whirlpool,25L Conv MWX 25BC,700,1.0,1,4,True,Monsoon,400.0
2024-06-11,5,1,1,3,nuclear,LED Bulb,Havells,10W Lumeno,10,6.0,3,3,False,Monsoon,400.0
2024-06-11,5,1,1,3,nuclear,Ceiling Fan,Usha,Aerostyle 70W,70,16.0,4,2,False,Monsoon,400.0
2024-06-11,5,1,1,3,nuclear,Air Conditioner,LG,1.5T MS-Q18YNZA,1518,8.0,3,5,False,Monsoon,400.0
2024-06-11,5,1,1,3,nuclear,Refrigerator,LG,308L GL-T322RPZU,780,24.0,2,4,False,Monsoon,400.0
2024-06-11,5,1,1,3,nuclear,Television,Sony,43X74K,180,3.0,3,2,True,Monsoon,400.0
2024-06-11,5,1,1,3,nuclear,Washing Machine,Samsung,7kg WA70A4002VS,300,1.0,1,5,False,Monsoon,400.0
2024-06-11,5,1,1,3,nuclear,Water Heater,AO Smith,15L HSE-VAS,1500,0.8,2,4,False,Monsoon,400.0
2024-06-11,5,1,1,3,nuclear,Room Heater,Bajaj,Majesty RX11,1000,0.5,2,3,True,Monsoon,400.0
2024-06-11,5,1,1,3,nuclear,Water Pump,Crompton,1HP Super Champ,370,0.8,1,4,False,Monsoon,400.0
2024-06-11,5,1,1,3,nuclear,Microwave Oven,Panasonic,32L Conv NN-CT66HBFDG,1400,0.5,1,2,False,Monsoon,400.0
2024-02-14,5,1,1,3,nuclear,LED Bulb,Bajaj,12W LEDZ Pro,12,7.2,6,5,False,Winter,400.0
2024-02-14,5,1,1,3,nuclear,Ceiling Fan,Havells,Leganza 65W,65,11.2,2,4,False,Winter,400.0
2024-02-14,5,1,1,3,nuclear,Air Conditioner,Hitachi,1.5T ZUNOH 3Star,1200,1.8,1,4,False,Winter,400.0
2024-02-14,5,1,1,3,nuclear,Refrigerator,Haier,320L HRB-3404BS,780,24.0,1,2,False,Winter,400.0
2024-02-14,5,1,1,3,nuclear,Television,Mi,65 5A,180,4.0,1,5,False,Winter,400.0
2024-02-14,5,1,1,3,nuclear,Washing Machine,Samsung,7kg WA70A4002VS,300,2.5,1,4,False,Winter,400.0
2024-02-14,5,1,1,3,nuclear,Water Heater,Racold,15L Eterno,1500,3.0,2,2,False,Winter,400.0
2024-02-14,5,1,1,3,nuclear,Room Heater,Orient,Cozy HC1200D,1200,6.0,1,2,False,Winter,400.0
2024-02-14,5,1,1,3,nuclear,Water Pump,V-Guard,1.5HP Revo Max,370,0.7,1,3,False,Winter,400.0
2024-02-14,5,1,1,3,nuclear,Microwave Oven,Samsung,28L Conv CE1041DSB2,1400,0.5,1,3,False,Winter,400.0
2024-06-09,2,1,1,0,couple,LED Bulb,Havells,12W Bright Bio,12,8.0,2,2,False,Monsoon,250.0
2024-06-09,2,1,1,0,couple,Ceiling Fan,Bajaj,Maxima 70W,70,12.0,2,3,False,Monsoon,250.0
2024-06-09,2,1,1,0,couple,Air Conditioner,Hitachi,1.5T ZUNOH 3Star,1200,6.0,1,4,True,Monsoon,250.0
2024-06-09,2,1,1,0,couple,Refrigerator,Haier,256L HRD-2706BS,780,24.0,1,3,False,Monsoon,250.0
2024-06-09,2,1,1,0,couple,Television,Sony,55X74K,180,8.0,1,5,False,Monsoon,250.0
2024-06-09,2,1,1,0,couple,Washing Machine,Bosch,6.5kg WOE654W0IN,300,1.5,1,4,True,Monsoon,250.0
2024-06-09,2,1,1,0,couple,Water Heater,V-Guard,15L Divino,1500,1.2,2,4,True,Monsoon,250.0
2024-06-09,2,1,1,0,couple,Room Heater,Havells,Calido 2400W,2400,0.5,2,2,False,Monsoon,250.0
2024-06-09,2,1,1,0,couple,Water Pump,Kirloskar,0.5HP Tiny,370,0.5,1,4,True,Monsoon,250.0
2024-06-09,2,1,1,0,couple,Microwave Oven,Whirlpool,25L Conv MWX 25BC,700,0.5,1,3,False,Monsoon,250.0
2024-08-05,5,1,1,3,nuclear,LED Bulb,Wipro,10W Tejas,10,8.0,2,4,False,Monsoon,400.0
2024-08-05,5,1,1,3,nuclear,Ceiling Fan,Havells,Stealth Air 72W,72,12.0,3,3,True,Monsoon,400.0
2024-08-05,5,1,1,3,nuclear,Air Conditioner,Hitachi,1.5T ZUNOH 3Star,1200,4.0,3,4,True,Monsoon,400.0
2024-08-05,5,1,1,3,nuclear,Refrigerator,Samsung,386L RT39T5C3EDX,780,24.0,1,4,False,Monsoon,400.0
2024-08-05,5,1,1,3,nuclear,Television,Samsung,55AU7700,180,4.0,3,2,False,Monsoon,400.0
2024-08-05,5,1,1,3,nuclear,Washing Machine,IFB,6.5kg Elena ZX,300,2.0,1,4,False,Monsoon,400.0
2024-08-05,5,1,1,3,nuclear,Water Heater,Bajaj,10L Flora,1500,0.8,1,2,False,Monsoon,400.0
2024-08-05,5,1,1,3,nuclear,Room Heater,Havells,Comforter 2000W,2000,0.5,2,2,False,Monsoon,400.0
2024-08-05,5,1,1,3,nuclear,Water Pump,Crompton,1HP Super Champ,370,0.5,1,2,True,Monsoon,400.0
2024-08-05,5,1,1,3,nuclear,Microwave Oven,IFB,17L Solo 17PM-MEC1,1400,0.5,1,5,False,Monsoon,400.0
2024-04-17,2,1,1,0,couple,LED Bulb,Bajaj,12W LEDZ Pro,12,3.6,3,5,True,Summer,250.0
2024-04-17,2,1,1,0,couple,Ceiling Fan,Bajaj,Regal Gold 65W,65,19.2,2,2,False,Summer,250.0
2024-04-17,2,1,1,0,couple,Air Conditioner,Daikin,1.5T 5Star RZF50,2000,5.2,2,4,True,Summer,250.0
2024-04-17,2,1,1,0,couple,Refrigerator,Haier,345L HRB-3654PKG,780,24.0,2,3,True,Summer,250.0
2024-04-17,2,1,1,0,couple,Television,LG,65UP7550,180,6.0,1,5,True,Summer,250.0
2024-04-17,2,1,1,0,couple,Washing Machine,Bosch,8kg WAJ2426WIN,300,2.5,1,4,False,Summer,250.0
2024-04-17,2,1,1,0,couple,Water Heater,Havells,25L Instanio,1500,0.6,2,5,True,Summer,250.0
2024-04-17,2,1,1,0,couple,Room Heater,Morphy Richards,OFR 09,1000,0.5,2,5,False,Summer,250.0
2024-04-17,2,1,1,0,couple,Water Pump,CRI,1.5HP JWEL Max,370,2.2,1,5,False,Summer,250.0
2024-04-17,2,1,1,0,couple,Microwave Oven,Whirlpool,30L Conv MWX 30AC,700,0.5,1,3,True,Summer,250.0
2024-11-23,3,1,1,1,nuclear,LED Bulb,Wipro,12W Prima,12,6.0,4,4,False,Autumn,400.0
2024-11-23,3,1,1,1,nuclear,Ceiling Fan,Havells,Leganza 65W,65,16.0,3,5,True,Autumn,400.0
2024-11-23,3,1,1,1,nuclear,Air Conditioner,LG,1.5T MS-Q18YNZA,1518,4.0,2,2,False,Autumn,400.0
2024-11-23,3,1,1,1,nuclear,Refrigerator,Haier,256L HRD-2706BS,780,24.0,1,5,False,Autumn,400.0
2024-11-23,3,1,1,1,nuclear,Television,OnePlus,55Y1S Pro,180,3.0,1,4,False,Autumn,400.0
2024-11-23,3,1,1,1,nuclear,Washing Machine,Whirlpool,6.5kg WhiteMagic,300,2.0,1,4,False,Autumn,400.0
2024-11-23,3,1,1,1,nuclear,Water Heater,AO Smith,15L HSE-VAS,1500,1.5,2,4,False,Autumn,400.0
2024-11-23,3,1,1,1,nuclear,Room Heater,Morphy Richards,OFR 11F,1000,6.0,2,3,True,Autumn,400.0
2024-11-23,3,1,1,1,nuclear,Water Pump,Crompton,1HP Super Champ,370,0.5,1,4,True,Autumn,400.0
2024-11-23,3,1,1,1,nuclear,Microwave Oven,LG,28L Conv MC2846BG,1400,0.5,1,4,True,Autumn,400.0
2024-09-25,1,1,1,0,bachelor,LED Bulb,Philips,9W Essential,9,4.0,2,5,False,Monsoon,150.0
2024-09-25,1,1,1,0,bachelor,Ceiling Fan,Orient,Electric 60W,60,8.0,2,5,False,Monsoon,150.0
2024-09-25,1,1,1,0,bachelor,Air Conditioner,LG,1.5T PS-Q18YNZA,1518,8.0,1,2,False,Monsoon,150.0
2024-09-25,1,1,1,0,bachelor,Refrigerator,Samsung,253L RT28T3922R8,780,24.0,1,4,False,Monsoon,150.0
2024-09-25,1,1,1,0,bachelor,Television,Mi,65 5A,180,3.0,1,3,True,Monsoon,150.0
2024-09-25,1,1,1,0,bachelor,Water Heater,Havells,25L Instanio,1500,1.2,1,3,True,Monsoon,150.0
2024-09-25,1,1,1,0,bachelor,Room Heater,Orient,Winter HC1500D,1702,0.5,1,2,False,Monsoon,150.0
2024-09-25,1,1,1,0,bachelor,Water Pump,CRI,1.5HP JWEL Max,370,0.8,1,2,False,Monsoon,150.0
2024-09-25,1,1,1,0,bachelor,Microwave Oven,Panasonic,32L Conv NN-CT66HBFDG,1400,0.8,1,4,False,Monsoon,150.0
2024-11-26,2,1,1,0,couple,LED Bulb,Philips,10W Master LED,10,8.0,3,2,False,Autumn,250.0
2024-11-26,2,1,1,0,couple,Ceiling Fan,Usha,Technix 65W,65,16.0,3,3,False,Autumn,250.0
2024-11-26,2,1,1,0,couple,Air Conditioner,Voltas,2T 245V Inverter,2000,6.0,1,5,False,Autumn,250.0
2024-11-26,2,1,1,0,couple,Refrigerator,Haier,256L HRD-2706BS,780,24.0,1,3,False,Autumn,250.0
2024-11-26,2,1,1,0,couple,Television,LG,55UP7550,180,3.0,1,4,True,Autumn,250.0
2024-11-26,2,1,1,0,couple,Washing Machine,IFB,7kg Neo Diva,300,1.0,1,3,False,Autumn,250.0
2024-11-26,2,1,1,0,couple,Water Heater,Havells,25L Instanio,1500,3.0,2,4,False,Autumn,250.0
2024-11-26,2,1,1,0,couple,Room Heater,Morphy Richards,OFR 09,1000,4.0,1,4,False,Autumn,250.0
2024-11-26,2,1,1,0,couple,Water Pump,Kirloskar,1HP Mega,370,1.5,1,3,False,Autumn,250.0
2024-11-26,2,1,1,0,couple,Microwave Oven,LG,28L Conv MC2846BG,1400,0.8,1,2,False,Autumn,250.0
2024-10-05,1,1,1,0,bachelor,LED Bulb,Syska,9W SSK-PAG,9,10.0,2,2,False,Autumn,150.0
2024-10-05,1,1,1,0,bachelor,Ceiling Fan,Bajaj,Maxima 70W,70,20.0,2,2,True,Autumn,150.0
2024-10-05,1,1,1,0,bachelor,Air Conditioner,Voltas,1.5T 185V SAC,2000,6.0,1,5,False,Autumn,150.0
2024-10-05,1,1,1,0,bachelor,Refrigerator,LG,360L GL-T402JPZU,780,24.0,1,4,False,Autumn,150.0
2024-10-05,1,1,1,0,bachelor,Television,Mi,55 5A,180,3.0,1,3,True,Autumn,150.0
2024-10-05,1,1,1,0,bachelor,Washing Machine,LG,8kg FHM1408,500,1.5,1,3,False,Autumn,150.0
2024-10-05,1,1,1,0,bachelor,Water Heater,V-Guard,25L Pebble,1500,2.0,1,4,False,Autumn,150.0
2024-10-05,1,1,1,0,bachelor,Room Heater,Bajaj,Majesty RH 9F,1000,3.0,1,3,False,Autumn,150.0
2024-10-05,1,1,1,0,bachelor,Water Pump,V-Guard,0.5HP Revo,370,1.5,1,3,False,Autumn,150.0
2024-10-05,1,1,1,0,bachelor,Microwave Oven,Whirlpool,20L Solo MWX 201,700,0.8,1,5,False,Autumn,150.0
2024-05-12,1,1,1,0,bachelor,LED Bulb,Syska,12W SSK-BLS,12,9.0,2,5,False,Summer,150.0
2024-05-12,1,1,1,0,bachelor,Ceiling Fan,Havells,Leganza 65W,65,19.2,2,4,False,Summer,150.0
2024-05-12,1,1,1,0,bachelor,Air Conditioner,LG,2T RS-Q24YNZA,1200,5.2,1,3,False,Summer,150.0
2024-05-12,1,1,1,0,bachelor,Refrigerator,Haier,256L HRD-2706BS,780,24.0,1,4,False,Summer,150.0
2024-05-12,1,1,1,0,bachelor,Television,Mi,65 5A,180,8.0,1,5,True,Summer,150.0
2024-05-12,1,1,1,0,bachelor,Water Heater,AO Smith,15L HSE-VAS,1500,0.5,1,2,True,Summer,150.0
2024-05-12,1,1,1,0,bachelor,Room Heater,Bajaj,Majesty RX11,1000,0.5,1,3,False,Summer,150.0
2024-05-12,1,1,1,0,bachelor,Water Pump,Crompton,1.5HP Champ,370,3.0,1,5,False,Summer,150.0
2024-05-12,1,1,1,0,bachelor,Microwave Oven,Whirlpool,30L Conv MWX 30AC,700,0.5,1,3,False,Summer,150.0
2024-08-30,7,4,1,2,joint,LED Bulb,Havells,12W Bright Bio,12,4.0,7,4,False,Monsoon,600.0
2024-08-30,7,4,1,2,joint,Ceiling Fan,Orient,Electric 60W,60,12.0,5,2,False,Monsoon,600.0
2024-08-30,7,4,1,2,joint,Air Conditioner,Voltas,1.5T 185V SAC,2000,6.0,2,4,False,Monsoon,600.0
2024-08-30,7,4,1,2,joint,Refrigerator,Godrej,236L RD EDGE DUO,350,24.0,2,2,True,Monsoon,600.0
2024-08-30,7,4,1,2,joint,Television,Mi,43 5A,180,4.0,1,5,False,Monsoon,600.0
2024-08-30,7,4,1,2,joint,Washing Machine,Bosch,6.5kg WOE654W0IN,300,2.0,1,5,False,Monsoon,600.0
2024-08-30,7,4,1,2,joint,Water Heater,Havells,25L Instanio,1500,1.6,2,2,False,Monsoon,600.0
2024-08-30,7,4,1,2,joint,Room Heater,Havells,Comforter 2000W,2000,0.5,1,5,False,Monsoon,600.0
2024-08-30,7,4,1,2,joint,Water Pump,V-Guard,1HP Revo Plus,370,1.0,1,5,False,Monsoon,600.0
2024-08-30,7,4,1,2,joint,Microwave Oven,Panasonic,32L Conv NN-CT66HBFDG,1400,1.0,1,2,True,Monsoon,600.0
2024-08-13,2,1,1,0,couple,LED Bulb,Bajaj,12W LEDZ Pro,12,8.0,2,2,False,Monsoon,250.0
2024-08-13,2,1,1,0,couple,Ceiling Fan,Havells,Andria 62W,62,12.0,2,3,False,Monsoon,250.0
2024-08-13,2,1,1,0,couple,Air Conditioner,Blue Star,1.5T 3Star IC318,2000,8.0,2,3,False,Monsoon,250.0
2024-08-13,2,1,1,0,couple,Refrigerator,Samsung,253L RT28T3922R8,780,24.0,1,2,False,Monsoon,250.0
2024-08-13,2,1,1,0,couple,Television,OnePlus,65Y1S Pro,180,4.0,1,5,False,Monsoon,250.0
2024-08-13,2,1,1,0,couple,Washing Machine,Whirlpool,6.5kg WhiteMagic,300,1.0,1,4,False,Monsoon,250.0
2024-08-13,2,1,1,0,couple,Water Heater,Racold,10L Altro,1500,1.6,2,2,True,Monsoon,250.0
2024-08-13,2,1,1,0,couple,Room Heater,Morphy Richards,OFR 11F,1000,0.5,2,3,False,Monsoon,250.0
2024-08-13,2,1,1,0,couple,Water Pump,CRI,1HP JWEL Plus,370,0.8,1,2,False,Monsoon,250.0
2024-08-13,2,1,1,0,couple,Microwave Oven,LG,32L Conv MC3286BRUM,1400,0.8,1,2,False,Monsoon,250.0
2024-06-10,5,1,1,3,nuclear,LED Bulb,Bajaj,10W IVORA,10,4.0,4,3,False,Monsoon,400.0
2024-06-10,5,1,1,3,nuclear,Ceiling Fan,Crompton,Avancer 65W,65,8.0,3,3,False,Monsoon,400.0
2024-06-10,5,1,1,3,nuclear,Air Conditioner,LG,1.5T MS-Q18YNZA,1518,6.0,2,5,False,Monsoon,400.0
2024-06-10,5,1,1,3,nuclear,Refrigerator,Haier,345L HRB-3654PKG,780,24.0,1,4,True,Monsoon,400.0
2024-06-10,5,1,1,3,nuclear,Television,Samsung,43AU7700,180,8.0,1,5,True,Monsoon,400.0
2024-06-10,5,1,1,3,nuclear,Washing Machine,LG,8kg FHM1408,500,1.0,1,2,True,Monsoon,400.0
2024-06-10,5,1,1,3,nuclear,Water Heater,AO Smith,15L HSE-VAS,1500,0.8,2,4,False,Monsoon,400.0
2024-06-10,5,1,1,3,nuclear,Room Heater,Morphy Richards,Room Heater 2000W,2000,0.5,1,3,True,Monsoon,400.0
2024-06-10,5,1,1,3,nuclear,Water Pump,KSB,1.5HP Peribloc Max,370,1.0,1,4,False,Monsoon,400.0
2024-06-10,5,1,1,3,nuclear,Microwave Oven,LG,20L Solo MS2043DB,1400,0.5,1,2,True,Monsoon,400.0
2024-01-11,3,1,1,1,nuclear,LED Bulb,Wipro,12W Prima,12,7.2,2,2,True,Winter,341.34
2024-01-11,3,1,1,1,nuclear,Ceiling Fan,Usha,Technix 65W,65,5.6,3,4,False,Winter,341.34
2024-01-11,3,1,1,1,nuclear,Air Conditioner,Blue Star,1.5T 5Star IC518,2000,2.4,2,2,False,Winter,341.34
2024-01-11,3,1,1,1,nuclear,Refrigerator,Haier,345L HRB-3654PKG,780,24.0,1,2,True,Winter,341.34
2024-01-11,3,1,1,1,nuclear,Television,LG,55UP7550,180,4.0,1,2,False,Winter,341.34
2024-01-11,3,1,1,1,nuclear,Washing Machine,Whirlpool,6.5kg WhiteMagic,300,2.0,1,4,False,Winter,341.34
2024-01-11,3,1,1,1,nuclear,Water Heater,AO Smith,35L HAS-VAS,1500,1.5,1,3,True,Winter,341.34
2024-01-11,3,1,1,1,nuclear,Room Heater,Usha,Heat Convector 812T,1000,2.0,2,4,False,Winter,341.34
2024-01-11,3,1,1,1,nuclear,Water Pump,Kirloskar,1HP Mega,370,0.5,1,3,False,Winter,341.34
2024-01-11,3,1,1,1,nuclear,Microwave Oven,LG,28L Conv MC2846BG,1400,1.0,1,5,False,Winter,341.34
2024-02-16,2,1,1,0,couple,LED Bulb,Bajaj,10W IVORA,10,4.8,2,3,False,Winter,250.0
2024-02-16,2,1,1,0,couple,Ceiling Fan,Crompton,Energion 60W,60,5.6,2,3,True,Winter,250.0
2024-02-16,2,1,1,0,couple,Air Conditioner,Blue Star,2T IC724,2000,1.2,2,5,False,Winter,250.0
